,Papel,Segmento,Cotação,FFO Yield,Dividend Yield,P/VP,Valor de Mercado,Liquidez,Qtd de imóveis,Preço do m2,Aluguel por m2,Cap Rate,Vacância Média,Endereço
171,HTMX11,Hotel,"119,80","9,89%","8,94%","0,87",180.219.000,375.679,23,"3.269,95","245,31","7,50%","0,00%","Rua Fernandes Moreira 1371,São Paulo, SP, 04716-003,Av. Paulista 2355, São Paulo, SP, 01311-300,Rua da Consolação 2303, São Paulo, SP, 01301-100,Rua Guararapes 1889,São Paulo, SP, 04561-004,Alameda Campinas 540, São Paulo, SP, 01404-000,R. Funchal 281,São Paulo, SP, 04551-060,Rua Quintana 963,São Paulo, SP, 04569-011,Av. Brigadeiro Faria Lima 3989, São Paulo, SP, 04538-133,Rua Haddok Lobo 294,São Paulo, SP, 01414-000,Avenida Brigadeiro Faria Lima, 3989, Itaim Bibi, São Paulo/SP, Brasil, 00004-538,Rua Baronesa de Bela Vista, 801 - Vila Congonhas, São Paulo, SP, 04612-002,Rua Arizona 1517,São Paulo, SP, 04567-010,Av. Jandira 501, São Paulo, SP, 04080-001,Rua Bandeira Paulista 555, São Paulo, SP, 04532-011,Rua Vergueiro 2740,São Paulo, SP, 04102-001,Av. Ibirapuera 2577, São Paulo, SP, 04029-200,Rua Iguatemi 150, São Paulo, SP, 01451-010,Rua Manuel Guedes, 320,Jardim Europa, Sao Paulo/SP, Brasil, 04536-070,Av. Nove de Julho 3957, São Paulo, SP, 01407-000,Rua Fernandes Moreira 1293, São Paulo, SP, 04716-003,Rua Heinrich Hertz 14,São Paulo, SP, 04575-000,Av. Eng. Luís Carlos Berrini 853, São Paulo, SP, 04571-000,Rua João Cachoeira 111, São Paulo, SP, 04535-010"
172,HUCG11,Hospital,"77,00","9,14%","8,15%","0,75",86.394.000,1.560,2,"1.635,34","0,00","0,00%","0,00%","Rua Denise Alves de Medeiros Campina Grande - Paraíba,Rua Denise Alves de Medeiros Campina Grande - Paraíba"
173,HUSC11,Outros,"98,75","10,78%","9,89%","0,68",80.965.800,8.658,1,"1.068,79","141,66","13,25%","0,00%","Rodovia Cachoeiro - Safra BR 482 - Km 05, Bairro: Fazenda União - Cachoeiro do Itapemerim/ES"
174,HUSI11,Hospital,"1.136,80","6,53%","7,72%","1,02",132.280.000,3.081,1,"6.620,16","445,90","6,74%","0,00%","Rua Ester Martins Bertozzo, com a Rodovia da Convenção (SP-40/70), no Bairro Canjica"
175,IAGR11,Títulos e Val. Mob.,"97,48","12,75%","7,29%","1,00",25.851.700,25.570,0,"0,00","0,00","0,00%","0,00%",
176,IBCR11,Títulos e Val. Mob.,"77,50","11,53%","15,03%","0,81",74.277.800,93.723,0,"0,00","0,00","0,00%","0,00%",
177,IBFF11,Títulos e Val. Mob.,"66,40","8,28%","1,45%","0,93",44.267.600,0,0,"0,00","0,00","0,00%","0,00%",
178,IDFI11,Híbrido,"41,99","30,72%","102,93%","1,01",86.412.300,10.012,1,"0,00","0,00","0,00%","0,00%",
179,IDGR11,Híbrido,"49,00","27,69%","128,06%","2,09",43.284.600,280,1,"0,00","0,00","0,00%","0,00%",
180,IFID11,Títulos e Val. Mob.,"80,06","20,27%","0,00%","1,03",59.897.000,0,0,"0,00","0,00","0,00%","0,00%",
181,IFIE11,Títulos e Val. Mob.,"71,98","14,35%","0,00%","0,88",64.817.600,0,0,"0,00","0,00","0,00%","0,00%",
182,IRDM11,Títulos e Val. Mob.,"87,61","12,44%","13,18%","0,97",3.191.970.000,5.679.670,0,"0,00","0,00","0,00%","0,00%",
183,IRIM11,Híbrido,"91,19","12,58%","14,00%","0,95",175.085.000,112.070,0,"0,00","0,00","0,00%","0,00%",
184,ITIP11,Títulos e Val. Mob.,"73,34","22,13%","13,89%","0,94",54.869.400,102.940,0,"0,00","0,00","0,00%","0,00%",
185,ITIT11,Títulos e Val. Mob.,"73,24","14,10%","9,40%","0,90",65.952.200,92.375,0,"0,00","0,00","0,00%","0,00%",
186,JASC11,Outros,"100,00","2,49%","4,52%","0,97",271.638.000,58.723,13,"2.788,09","32,94","1,18%","0,00%","Av. Washington Soares, 3535, Bairro: Edson Queiroz/ Fortaleza-CE,Avenida Sargento Hermínio, Ceara,Av. Antônio Cabral de Souza (Rod. PE-22), Maranguape, Paulista / PE,Avenida Eusebio de Queiroz, 4759, cidade de Eusebio, estado do Ceará.,Av. 13 de maio, 755, Bairro de Fátima - Fortaleza - CE,Avenida Sargento Hermínio, Ceara,Avenida Godofredo Maciel, 2540, cidade de Fortaleza, estado do Ceará.,Avenida Francisco Sa, 2670, cidade de Fortaleza, estado do Ceará.,Avenida Bernardo Manuel, 2915, cidade de Fortaleza, estado do Ceará.,Av Deputado Oswaldo Studart com a Treze de Maio, cidade de Fortaleza, estado do Ceará,Avenida Godofredo Maciel, nº 2.560,Av. Caxangá, 3.942, Caxangá, Recife / PE,Avenida Bezerra de Menezes, 1409, cidade de Fortaleza, estado do Ceará."
187,JBFO11,Títulos e Val. Mob.,"92,01","7,65%","7,64%","1,07",117.687.000,0,0,"0,00","0,00","0,00%","0,00%",
188,JFLL11,Residencial,"71,20","16,29%","10,46%","0,70",106.843.000,63.892,2,"7.197,62","1.267,27","17,61%","39,05%","Av. Eusébio Matoso, 218 - Pinheiros, São Paulo - SP,Av. Dr. Cardoso de Melo, 699, Vila Olímpia, São Paulo  SP"
189,JGPX11,Híbrido,"97,49","12,59%","14,63%","1,01",82.681.000,200.458,0,"0,00","0,00","0,00%","0,00%",
190,JPPA11,Híbrido,"97,40","12,93%","18,33%","0,99",88.054.500,403.922,0,"0,00","0,00","0,00%","0,00%",
191,JPPC11,Híbrido,"192,00","-3,72%","0,09%","0,53",10.560.000,1.859,0,"0,00","0,00","0,00%","0,00%",
192,JRDM11,Shoppings,"84,90","8,06%","8,92%","0,95",214.200.000,44.834,1,"7.308,60","671,49","9,19%","1,19%","Rua Itacaiúna, 61 - Vila Andrade, São Paulo - SP"
193,JSAF11,Títulos e Val. Mob.,"89,56","10,60%","12,31%","0,93",140.882.000,631.209,0,"0,00","0,00","0,00%","0,00%",
194,JSRE11,Híbrido,"77,50","7,35%","7,38%","0,69",1.609.470.000,2.617.970,6,"13.626,40","1.181,80","8,67%","8,21%","Rua Eugênio de Medeiros, 303, Pinheiros, São Paulo - SP,Av. Das Nações Unidas, 14171, São Paulo - SP,Av. Das Nações Unidas, 14171, São Paulo - SP,Av. Jornalista Roberto Marinho, 85, Cidade Monções, Sao Paulo - SP,Praia de Botafogo, 440, Botafogo, Rio de Janeiro - RJ,Av. Paulista, 2064, Bela Vista, São Paulo - SP"
195,KCRE11,Títulos e Val. Mob.,"98,03","10,98%","11,54%","0,96",352.908.000,518.871,0,"0,00","0,00","0,00%","0,00%",
196,KEVE11,Residencial,"1.080,00","0,58%","4,91%","1,17",159.517.000,62.776,0,"0,00","0,00","0,00%","0,00%",
197,KFOF11,Títulos e Val. Mob.,"91,98","9,63%","9,31%","1,00",416.974.000,1.325.860,0,"0,00","0,00","0,00%","0,00%",
198,KINP11,Residencial,"9,82","0,00%","152,31%","0,00",0,0,1,"0,00","0,00","0,00%","0,00%",
199,KISU11,Títulos e Val. Mob.,"8,20","11,11%","11,05%","0,93",362.408.000,791.061,0,"0,00","0,00","0,00%","0,00%",
200,KIVO11,Títulos e Val. Mob.,"92,33","11,88%","17,37%","0,99",112.192.000,247.270,0,"0,00","0,00","0,00%","0,00%",
201,KNCA11,Títulos e Val. Mob.,"105,89","8,17%","14,66%","1,03",1.493.040.000,2.753.570,0,"0,00","0,00","0,00%","0,00%",
202,KNCR11,Títulos e Val. Mob.,"97,50","10,02%","13,94%","0,97",5.566.970.000,13.867.600,0,"0,00","0,00","0,00%","0,00%",
203,KNHY11,Títulos e Val. Mob.,"99,70","10,39%","11,93%","0,98",1.843.540.000,2.732.560,0,"0,00","0,00","0,00%","0,00%",
204,KNIP11,Títulos e Val. Mob.,"94,00","6,62%","10,70%","0,96",7.527.350.000,9.414.410,0,"0,00","0,00","0,00%","0,00%",
205,KNRE11,Residencial,"0,62","56,40%","50,61%","0,82",11.499.200,8.598,0,"0,00","0,00","0,00%","0,00%",
206,KNRI11,Híbrido,"157,39","7,21%","7,01%","0,98",3.802.090.000,3.684.240,19,"4.975,73","407,90","8,20%","0,22%","Rod. Dom Gabriel Paulino Bueno Couto, km 82 - Cabreúva - SP28,42,Rua Voluntários da Pátria, 113, Botafogo, Rio de Janeiro - RJ,Avenida Caminho de Goiás, 100, Rodovia Anhanguera, km 66, Jundiaí - SP,Rua Humaitá, 275, Humaitá, Rio de Janeiro - RJ,Avenida Presidente Juscelino Kubitschek, 1.830, São Paulo - SP,Estrada da Lama Preta, 2.805, Santa Cruz, Rio de Janeiro - RJ,Rua do Níquel, 205, Parque Industrial, Itaquaquecetuba - SP,Avenida dos Andradas, 3000, Santa Efigênia, Belo Horizonte - MG,Rodovia Vice Prefeito Hermenegildo Tonolli, km 2, Jundiaí - SP,Rua Gomes de Carvalho, 1.195, Vila Olimpia, São Paulo - SP,Rua Diogo Moreira, 184, São Paulo - SP,Rua Dr. Fernandes Coelho, 64, Pinheiros, São Paulo - SP,Rodovia Mogi-Dutra (SP-088), 11.100 (km 41,4), Mogi das Cruzes - SP,Rua Buenos Aires, 15, Centro, Rio de Janeiro - RJ,Avenida Parque Industrial, 580, Sumaré - SP,Av. Nações Unidas, 14.171 , São Paulo - SP,Rua Joaquim Floriano, 913, Itaim Bibi, São Paulo - SP,Avenida Paulista, 2.421, Bela Vista, São Paulo - SP,Rodovia Fernão Dias, km 863, Algodão, Pouso Alegre - MG"
207,KNSC11,Títulos e Val. Mob.,"88,20","10,45%","11,63%","0,97",1.170.930.000,3.291.940,0,"0,00","0,00","0,00%","0,00%",
208,LASC11,Shoppings,"101,06","8,41%","8,02%","0,99",297.147.000,19.554,2,"4.117,24","387,44","9,41%","2,68%","Avenida, Dr. Silvio Bastos Tavares, 330 - Parque dos Rodoviários, Campos dos Goytacazes - RJ, 28051-250,Avenida Visc. de Souza Franco, 776 - Reduto, Belém - PA, 66053-0"
209,LATR11B,Residencial,"9,51","-16,36%","105,14%","0,90",1.180.230,0,0,"0,00","0,00","0,00%","0,00%","Rua Santa Isabel, nº 272, Higienópolis, São Paulo - SP"
210,LFTT11,Residencial,"57,94","-5,28%","3,18%","1,94",429.019.000,16.353,284,"15.709,90","3,06","0,02%","0,00%","Rua Monte Aprazível,109,Rua Quinze de Setembro, 138 ,Avenida Imperatriz Leopoldina 1845 ,Rua Estácio Coimbra,10,Avenida Nove de Julho,2976,Avenida Nossa Senhora de Copacabana 1039 Ap. 602,Rua Maestro Francisco Braga,181,Rua Timóteo da Costa,1100,Avenida Juriti,558,Rua Lisboa,273-63,Alameda dos Aicás,590,Rua Senador Vergueiro,203,Rua Joel Carlos Borges, 60,Rua Pedroso Alvarenga,1256,Rua Doutor Silvino Canuto Abreu 434 ,Rua Mário Portela,161,Rua Baronesa de Poconé,122,Rua João Cachoeira,892,Rua Itapicuru,643,Rua Jacques Félix,709,Rua Agostinho Rodrigues Filho 410 ,Rua Lacedemônia 540 ,Rua Arizona,701 ,Rua Doutor Melo Alves, 204,Praia de Botafogo,406,Rua Viúva Lacerda 249,Avenida Sabiá,667,Rua João Moura,305,Rua Professor Abelardo Lóbo,74,ASS 71 301,Avenida Padre Antônio José dos Santos,475,Rua Itacema,330-22,Tupiniquins 167 101,Rua Bandeira Paulista,272,Rua Gomes de Carvalho,455,Rua Brasília,46-21,Rua Dos Caetés 880 ,Rua Estado de Israel,701,Rua João Álvares Soares, 1330 ,Alameda Jaú,585,Rua Alvorada,859,Rua Visconde de Pirajá,287,Rua Senador Vergueiro,203,Rua Marquês de Abrantes 185,Rua Jardim Botânico, 192,Rua Ronald de Carvalho,45,Rua Humaitá, 110,Rua Itacema,380,Rua Professor Gastão Bahiana 496 ,Rua Maestro Elias Lobo,1031,Rua Alvorada,942,Rua Tabapuã,281,Rua Cotoxó ,Rua Cubatão,711 ,Rua Doutor Dolzani, 208,Rua João Moura,1391,Rua Bueno de Andrade,706-111,Rua Bela Cintra,1332,Avenida Nove de Julho,3183,Rua São Clemente,172,Rua João Moura,860,Alameda dos Maracatins,185,Rua Camuirano 142,Avenida Portugal,512,Rua Bandeira Paulista,49,Rua Sorocaba 720 ,Rua Pedroso Alvarenga,86,Rua Casa do Ator,782,Rua Moura Brasil, 31,Rua Peixoto Gomide, 366 ,Rua Maria Figueiredo,502,Rua Tito 450 -133,Avenida Rouxinol,174,Rua Jericó,227 ,Rua Tuim,536,Rua Saint Hilaire, 90 ,Rua Fonte da Saudade,111,Rua Guarará,100,Rua Sergipe, 634 ,Avenida Pavão,78,Avenida Nossa Senhora de Copacabana, 1022,Rua Das Palmeiras 28 ,Rua Soares Cabral 42,Rua Macedo Sobrinho,46,Rua Marquês De Olinda 78 ,Rua do Rocio,121,Rua Iguatemi,150,Praia de Botafogo,472,Avenida Epitácio Pessoa,2566,Rua Minerva 336 ,Rua Inhambu,532,Rua Jorge Americano,337,Avenida Raimundo Pereira de Magalhães,555,Alameda Joaquim Eugênio de Lima,1233,Rua José Maria Lisboa,852 ,Rua José Maria Lisboa,1003,Alameda Lorena, 289,Rua Soares Cabral,41-101,Avenida Ibirapuera, 2144,Rua Artur de Azevedo,761,Rua Major Rubens Vaz,702,Rua Hans Staden 10,Rua Joel Carlos Borges, 60,Rua Tonelero 315,Rua Helena,120,Rua Jesuíno Arruda ,Rua Paula Ney,428,Avenida Epitácio Pessoa 2566 ,Rua Monte Aprazível,109,Alameda dos Guaiós 479,Rua Maratona, 339,Alameda Fernão Cardim,98,Rua Oscar Freire,1221-21,Rua Siqueira Campos,257,Rua José Maria Lisboa,312,Avenida Sabiá,699,Rua Lisboa,403,Rua Marquês de São Vicente,226,Rua Barata Ribeiro, 687,Rua Machado de Assis,73,Rua Dias Da Rocha 86 ,Rua Vieira de Morais,601-104,Rua Timóteo da Costa,603,Rua Doutor Melo Alves,268,Rua Bandeira Paulista,747-61,Rua Tupi, 251,Rua Borges Lagoa,1246-32,Rua Doutor Jesuín"
211,LGCP11,Logística,"88,46","12,56%","8,29%","0,86",241.749.000,345.969,5,"2.970,64","389,38","13,11%","0,00%","RUA SIMAO ANTONIO, 255  CINCAO,AV. BRASIL, n.41.432 LOT 1 PARTE 2 PAL 48862 LOT 1 PARTE 1,RUA AMÂNCIO GAIOLLI, 426 - ÁGUA CHATA CEP:07.251-250 - GUARULHOS - SP,RODOVIA BR 262, nº 222 ,Rod BR 153, S/N Compl. KM 5.5 QD CH LT SALA 01- Bairro Fazenda Retiro"
212,LIFE11,Outros,"10,19","8,15%","10,75%","1,00",174.360.000,147.639,0,"0,00","0,00","0,00%","0,00%",
213,LLAO11,Híbrido,"100,96","-41,13%","6,90%","1,06",36.460.700,0,14,"5.691,34","0,00","0,00%","0,00%","R. Prof. Carlos Carvalho, 54 - Apt 141,Alameda Lorena, 1867 - apto 83 e 84 - duplex 8 e 9 andar,Av Rebouças, 1.164 apto 12 - Pinheiros SP,Rua Castro Alves, 601, 11º andar, Apto 111, Edifício Ana Lucia, Aclimação, CEP 01532-0001,Rua Pascal, 57 - Brooklin, SP,Apartamento nº 11, localizado no 1º andar do Edifício Parque Villa Lobos II , à Avenida Professor Fonseca Rodrigues nº 2.116,Rua Maestro Cardim, 1313  Edifício Délia - 14º andar - apto 14  Bairro do Paraiso  Município de São Paulo - SP.,Rua Passeio das Araucárias, 564  São Lourenço, Bertioga - SP,Rua São Vicente de Paula, 367 - Santa Cecília, SP,Rua Agostinho Bezerra, 50 - Alto de Pinheiros, SP,Rua Marques de Olinda, 528, apto 33, 3º andar,Rua Cônego Amaral Mello, 116, apto 13,Rua Pinheiro Guimarães, 251 - Apt 12,Rua Caraibas. 383, apto 71 - 7 andar"
214,LOFT11B,Residencial,"29,90","-4,80%","0,00%","2,28",58.678.800,0,19,"19.571,80","9,55","0,05%","0,00%","Rua José Maria Lisboa 1377,Rua Maria Figueiredo 471,Rua Padre João Manuel 494,Rua Cônego Eugênio Leite 524,Rua José Maria Lisboa 852,Rua Peixoto Gomide 1769,Rua Doutor Tomás Carvalhal 880,Rua Doutor Melo Alves 265,Rua Bandeira Paulista 49,Rua Haddock Lobo 971,Rua João Moura 975,Rua José Maria Lisboa 852,Rua José Maria Lisboa 1055,Rua Abílio Soares 951,Alameda Itu 745,Rua Capitão Prudente 161,Alameda Itu 1329,Rua Batataes. 483,Rua Jaques Félix 162"
215,LSAG11,Títulos e Val. Mob.,"107,40","14,40%","16,75%","1,08",86.947.100,109.990,0,"0,00","0,00","0,00%","0,00%",
216,LSPA11,Outros,"107,33","12,56%","8,64%","0,94",43.415.000,0,0,"0,00","0,00","0,00%","0,00%",
217,LUGG11,Residencial,"76,56","11,20%","8,58%","0,65",86.566.800,40.037,5,"3.525,14","544,89","15,46%","7,50%","Rua Casemiro Augusto Rodacki, 289, Cidade Industrial - Curitiba - PR,Rua Capitão João Zaleski, 842, Lindoia - Curitiba - PR,Rua Santa Maria Rosselo, 180, Mansões Santo Antonio - Campinas - SP,Rua Tenente Brito Melo, 472, bairro Barro Preto - Belo Horizonte - MG,Rua das Espatodias 610, Marajó - Belo Horizonte - MG"
218,LVBI11,Logística,"115,00","8,03%","7,74%","1,00",1.354.150.000,2.601.780,9,"3.371,93","300,42","8,91%","0,98%","Avenida Juiz Marco Tulio Isaac, 7001, Riacho Da Areia, Betim/MG, Brasil, 32671-072,Avenida Papa Joao XXIII, 3059, Loteamento Industrial Coral, Mauá/SP, Brasil, 09370-800,Rodovia Fernão Dias, KM 947.5, Extrema, MG, 37640-000,Rua Pedro De Alcantara Meira, 1001, Fazenda Velha, Araucaria/PR, Brasil, 83704-530,Avenida Portugal, 400, Itaqui, Itapevi/SP, Brasil, 06696-060,Estrada Dos Alpes, 320, Jandira, Barueri/SP, Brasil, 00006-423,Rodovia Anhanguera, km 43, Cajamar, São Paulo,Avenida Mutinga 4935, Bairro Pirituba, Pirituba, São Paulo/SP, Brasil, 05110-903,Rua Manoel Borba Gato, 100, Esplanada Das Bandeiras, Guarulhos/SP, Brasil, 07044-220"
219,MALL11,Shoppings,"113,76","15,43%","8,09%","0,95",1.038.020.000,2.865.240,9,"4.142,12","582,57","14,06%","3,67%","R. Sete de Setembro, 555 - Jardim dos Ipês, Suzano -
SP, 08674-210,Estrada do Portela, nº 222, Madureira, Rio de Janeiro - RJ,Av. João Durval Carneiro, 3665, Caseb - Feira de Santana - BA,Rod. Régis Bittencourt, 2643, Jardim Helena - Taboão da Serra - SP,Av. Henrique Terra, 1700 - Palmeiras, Cabo Frio - RJ,
28911-320,:R. Jacy Teixeira de Camargo, 940 - Jardim do Lago, Campinas - SP, 13050-913,Av. Gov. Agamenon Magalhães, 153 - Santo Amaro,
Recife - PE, 50110-000,Rod. dos Metalúrgicos, 1189 - São Geraldo, Volta
Redonda - RJ, 27253-005,Av. Comendador Gustavo Paiva, 2990 - Mangabeiras,
Maceió - AL, 57032-901"
220,MANA11,Títulos e Val. Mob.,"9,80","6,06%","11,47%","1,00",192.010.000,248.018,0,"0,00","0,00","0,00%","0,00%",
221,MATV11,Títulos e Val. Mob.,"81,30","12,17%","11,91%","0,88",34.631.200,22.022,0,"0,00","0,00","0,00%","0,00%",
222,MAXR11,Híbrido,"68,39","11,53%","11,10%","0,55",76.983.500,67.127,9,"1.255,57","170,72","13,60%","11,20%","Csa 1 Lote 02/17, 01, Lotes 02,03,04,16,17 - Csa 01 - Quadra D, Taguatinga Sul (taguatinga), Brasília/DF, Brasil, 72015-902,Avenida Eduardo Ribeiro, 442, Centro, Manaus/AM, Brasil, 69010-000,Quadra 13, 13, Lotes 18 E 19 Scs - Sc/sul, Del Lago I (itapoã), Brasília/DF, Brasil, 71591-215,Avenida Princesa Isabel, 475, Centro, Vitória/ES, Brasil, 29010-365,Avenida Duque De Caxias, 318, Praça 14 De Janeiro, Manaus/AM, Brasil, 69020-141,Parque Solon De Lucena, 563, Matriculas 1832 / 26236 / 26285, Centro, João Pessoa/PB, Brasil, 58013-131,Csa 1 Lote 02/17, 01, Lotes 02,03,04,16,17 - Csa 01 - Quadra D, Taguatinga Sul (taguatinga), Brasília/DF, Brasil, 72015-902,Av. Duque De Caxias / Avenida Da Paz, 1792, Centro, Maceio/AL, Brasil, 57020-440,Avenida Presidente Vargas, 940, Campina, Belém/PA, Brasil, 66017-000"
223,MBRF11,Outros,"679,00","19,20%","7,24%","0,88",69.029.900,0,2,"3.732,60","687,68","18,42%","4,34%","Rua Rio de Janeiro, 654, Belo Horizonte/MG,Avenida Rio Branco, 89, Centro, Rio de Janeiro/RJ"
224,MCCI11,Títulos e Val. Mob.,"90,56","9,61%","13,63%","0,95",1.535.900.000,3.770.970,0,"0,00","0,00","0,00%","0,00%",
225,MCHF11,Títulos e Val. Mob.,"9,04","13,35%","13,98%","0,96",292.482.000,1.282.680,0,"0,00","0,00","0,00%","0,00%",
226,MCHY11,Títulos e Val. Mob.,"110,00","14,30%","16,79%","1,09",394.875.000,377.371,0,"0,00","0,00","0,00%","0,00%",
227,MFAI11,Híbrido,"61,40","8,69%","10,41%","0,87",21.887.000,23.906,0,"0,00","0,00","0,00%","0,00%",
228,MFCR11,Híbrido,"103,90","7,01%","9,78%","0,99",10.517.800,502,0,"0,00","0,00","0,00%","0,00%",
229,MFII11,Híbrido,"93,31","10,26%","14,00%","0,92",391.658.000,353.392,7,"263,27","0,00","0,00%","0,00%","Av. Paes de Barros, 455, Alto da Mooca, São Paulo-SP,Rua Cidade de Bagdá, 940, Jabaquara, São Paulo-SP,Av. Adélia Chohfi, 90 - Jardim Vera Cruz, São Paulo-SP,Rua Luís Gemin, Bairro Descampado, Campinas - SP,Rua Joaquim Galvão, 346 - Vila Sônia, São Paulo - SP,Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP,Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP"
230,MGCR11,Títulos e Val. Mob.,"82,52","11,95%","14,89%","0,91",117.369.000,270.583,0,"0,00","0,00","0,00%","0,00%",
231,MGFF11,Títulos e Val. Mob.,"62,34","10,11%","10,11%","0,87",564.216.000,1.348.690,0,"0,00","0,00","0,00%","0,00%",
232,MGHT11,Híbrido,"61,98","13,36%","14,33%","0,71",81.428.300,172.746,1,"7.233,95","1.039,15","14,36%","0,00%","Rua Aspicuelta, 237, 245, 251 e 259, Vila Madalena, Sao Paulo/SP, Brasil, 05433-010"
233,MGIM11,Híbrido,"101,50","-2,38%","0,00%","1,03",25.101.000,0,0,"0,00","0,00","0,00%","0,00%",
234,MGLG11,Híbrido,"40,99","7,47%","7,65%","0,67",77.396.300,0,0,"0,00","0,00","0,00%","0,00%","Rodovia Miguel Melhado Campos 79 - Vinhado/SP ,Rodovia Miguel Melhado Campos 79 - Vinhedo/SP"
235,MORC11,Títulos e Val. Mob.,"90,29","11,09%","15,14%","0,92",136.221.000,351.886,0,"0,00","0,00","0,00%","0,00%",
236,MORE11,Títulos e Val. Mob.,"69,86","10,07%","10,69%","0,86",162.013.000,531.250,0,"0,00","0,00","0,00%","0,00%",
237,MXRF11,Híbrido,"10,78","10,37%","11,92%","1,07",2.436.710.000,9.550.890,3,"103,07","0,00","0,00%","0,00%","Avenida José Caballero, 283, Vila Bastos, Santo André, SP.,Rua Franz Schubert, 184, Jardim Europa, São Paulo, SP.,Rua Maria Monteiro, nº 861, Campinas, São Paulo."
238,NAVT11,Títulos e Val. Mob.,"85,00","9,10%","11,88%","0,92",89.633.100,174.009,0,"0,00","0,00","0,00%","0,00%",
239,NCHB11,Títulos e Val. Mob.,"86,74","12,31%","16,15%","0,96",147.279.000,349.636,0,"0,00","0,00","0,00%","0,00%",
240,NCRA11,Títulos e Val. Mob.,"10,35","10,36%","18,30%","0,97",42.218.700,180.440,0,"0,00","0,00","0,00%","0,00%",
241,NCRI11,Títulos e Val. Mob.,"8,77","10,46%","5,97%","0,86",34.641.500,19.138,0,"0,00","0,00","0,00%","0,00%",
242,NEWL11,Híbrido,"106,08","23,38%","11,33%","0,87",215.671.000,213.590,3,"2.937,79","471,15","16,04%","0,00%","Rodovia RSC 453, nº 32503 - Caxias do Sul,Rua Iza Costa, 1104 - Goiania,Av. Jerome Case, 2600 - Soracaba"
243,NEWU11,Híbrido,"69,12","0,23%","1,14%","1,00",51.287.000,68.566,3,"3.850,57","315,77","8,20%","47,02%","Avenida Trancedo Neves, 450 - Caminho das Árvores, Salvador - BA,Rua Antônio Lumack, 96, Boa Viagem - PE,Rua Padre Carapueiro, 733, Boa Viagem - PE"
244,NPAR11,Outros,"12,82","213,32%","0,00%","0,70",1.533.140,0,0,"0,00","0,00","0,00%","0,00%",
245,NSLU11,Hospital,"180,14","7,10%","8,41%","0,90",232.973.000,191.970,1,"9.672,71","1.085,20","11,22%","0,00%","Rua Das Perobas, 324, Vila Parque Jabaquara, São Paulo/SP, Brasil, 04321-120"
246,NVHO11,Hospital,"10,26","14,61%","9,44%","0,73",425.734.000,5.361,4,"13.848,00","2.081,40","15,03%","0,00%","Rua Desembargador Aguiar Valim, Itaim Bibi, São Paulo, SP,Rua Doutor Alceu de Campos Rodrigues, 95, Itaim Bibi, São Paulo, SP,Rua Doutor Alceu de Campos Rodrigues, 95, Itaim Bibi, São Paulo, SP,Rua Doutor Alceu de Campos Rodrigues, 95, Itaim Bibi, São Paulo, SP"
247,OGHY11,Títulos e Val. Mob.,"10,03","5,92%","6,20%","1,04",20.812.200,2.393,0,"0,00","0,00","0,00%","0,00%",
248,OIAG11,Híbrido,"9,11","6,41%","16,75%","0,93",82.290.600,256.050,0,"0,00","0,00","0,00%","0,00%",
249,ONEF11,Lajes Corporativas,"193,97","5,94%","5,84%","0,84",176.707.000,48.536,1,"25.340,80","1.876,10","7,40%","0,00%","Rua Ministro Jesuino Cardoso, 454, São Paulo- SP"
250,ORPD11,Títulos e Val. Mob.,"93,00","0,00%","0,00%","0,63",26.970.000,0,0,"0,00","0,00","0,00%","0,00%",
251,OUCY11,Híbrido,"88,50","15,06%","0,00%","0,96",95.322.200,0,7,"2.730,72","167,48","6,13%","0,00%","Rua Manoel Alves dos Santos, 190 - Londrina,Rua Via Projetada 2, 111 - Rio de Janeiro,R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE ,Av. Visconde de Piraja, 602 - Loja A, Rio de Janeiro - RJ,Rua Helios Seelinger, 155 - Barra da Tijuca - RJ,Rua Alberto Neder 424 - Campo Grande,Estrada Lula Chaves, 386 - Santana do Parnaíba"
252,OUFF11,Títulos e Val. Mob.,"68,76","12,18%","12,39%","0,91",124.754.000,187.114,0,"0,00","0,00","0,00%","0,00%",
253,OUJP11,Híbrido,"99,59","15,43%","15,01%","1,01",323.905.000,698.347,0,"0,00","0,00","0,00%","0,00%",
254,OULG11,Logística,"41,05","4,00%","6,41%","0,61",101.857.000,51.134,2,"1.114,48","100,28","9,00%","0,00%","Rod. Washington Luiz, km 114, Via Projetada Aterial PD04, nº 3777,Lote nº 21 - Distrito Industrial - Bairro Benfica - Juiz de Fora/MG"
255,OURE11,Híbrido,"81,01","16,45%","15,21%","0,88",87.254.800,111.604,7,"2.499,62","167,48","6,70%","0,00%","R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE ,Av. Visconde de Piraja, 602 - Loja A, Rio de Janeiro - RJ,Rua Helios Seelinger, 155 - Barra da Tijuca - RJ,Rua Alberto Neder 424 - Campo Grande,Estrada Lula Chaves, 386 - Santana do Parnaíba,Rua Manoel Alves dos Santos, 190 - Londrina,Rua Via Projetada 2, 111 - Rio de Janeiro"
